nome,aceite,genero,notas
Iliena,Não,,
Iliésar,Não,,
Ilísia,Não,,
Ilívio,Não,,
Ilma,Não,,
Ilsa,Sim,F,
Ilse,Sim,F,
Ilsía,Não,,
Ílsia,Não,,
Ilson,Não,,
Ilundi,Sim,F,só em  nome composto
Ilusinda,Não,,
Ilva,Não,,
Ima,Sim,F,revoga os despachos de 01-06-1998 e 12-10-2003
Imaculada,Não,,
Imael,Não,,
Imaiar,Não,,
Imirane,Não,,
Imirene,Não,,
Immanuel,Não,,
Imperatriz,Não,,
Ina,Não,,
Inae,Não,,
Inanabel,Não,,
Inara,Não,,
Indalécio,Sim,,
Indaleta,Sim,,
Indara,Não,,
India,Sim,F,
Indina,Não,,
Indio,Não,,
Indira,Sim,F,
Indra,Sim,M,como segundo elemento do nome masculino
Indro,Sim,M,
Inês,Sim,F,
Inês de Assis,Sim,,
Inês de Maria,Sim,F,
Inês Pedro,Sim,,conjunto onomástico
Infante,Sim,M,
Infantina,Não,,
Inga,Sim,,
Ingeburga,Sim,,
Ingelburga,Não,,
Inger,Não,,
Ingo,Sim,,
Ingrid,Sim,F,revoga despacho de 24-08-1981
Ingrida,Não,,
Íngride,Sim,F,
Íngue,Sim,,
Inizia,Não,,
Injai,Não,,
Inma,Não,,
Inocência,Sim,F,
Inocêncio,Sim,M,
Inoi,Sim,F,
Inzelino,Não,,
Io,Sim,F,
Iô,Não,,
Ioan,Não,M,
Iochabel,Não,,
Iola,Não,,
Iolanda,Sim,,
Iolando,Não,,
Ioli,Não,,
Iona,Não,,
Ionara,Sim,F,
Ione,Sim,,
Iono,Não,,
Ioque,Sim,F,
Iracema,Sim,,
Iradima,Não,,
Iráis,Sim,F,
Iraldo,Não,,
Irca,Não,F,
Ircília,Não,,
Irema,Não,,
Irenea,Não,,
Ireneia,Sim,,
Iria,Sim,F,
Iriana,Sim,F,revoga o despacho de 14-04-1981
Irina,Sim,,
Irineu,Sim,M,
Íris,Sim,F,
Irisa,Não,,
Irisalva,Sim,,
Irísia,Não,,
Iriza,Não,,
Irízia,Não,,
Irlandina,Não,,
Irma,Sim,,
Irmânio,Não,,
Irménia,Não,,
Irmino,Sim,M,
Irolinda,Não,,
Irondino,Não,,
Irsília,Não,,
Isa,Sim,,
Isaac,Sim,M,
Isabela,Sim,,
Isabelina,Sim,F,
Isabella,Não,F,
Isabete,Não,,
Isac,Sim,M,"preferível ""ISAQUE"""
Isadora,Sim,,
Isael,Sim,M,
Isaí,Sim,M,
Isaíra,Não,,
Isalda,Sim,F,
Isália,Sim,,
Isalina,Sim,,
Isalinda,Não,,
Isalino,Não,,
Isalita,Não,,
Isalta,Não,,
Isamara,Não,,
Isandro,Sim,M,
Isaque,Sim,M,
Isaquelino,Não,,
Isaquiel,Não,,
Isaulindo,Não,,
Isaura,Sim,F,
Isaurinda,Sim,F,
Isauro,Sim,,
Isidéria,Não,,
Isidoro,Sim,M,
Isidro,Sim,M,
Isilda,Sim,,
Isildo,Sim,M,
Isis,Sim,F,
Ismael,Sim,M,
Ismália,Sim,,
Ismanuel,Não,,
Isnandel,Não,,
Isnando,Não,,
Isobel,Não,,
Isolda,Sim,,
Isolete,Sim,,
Isolina,Sim,,
Isolino,Sim,,
Israel,Sim,,
Issacar,Não,,
Itaca,Não,,
Ítalo,Sim,,
Itiene,Não,,
Iunara,Não,,
Iuran,Não,,
Iúri,Sim,,
Iva,Sim,,
Ivaldo,Não,,
Ivan,Sim,,
Ivana,Sim,F,
Ivanda,Não,,
Ivandra,Não,,
Ivandro,Não,,
Ivane,Não,,
Ivanhoé,Não,,
Ivani,Não,,
Ivânia,Sim,,
Ivanildo,Não,,
Ivanilton,Não,,
Ivanin,Não,,
Ivanir,Não,,
Ivano,Não,,
Ivanoel,Sim,,
Ivanoela,Sim,,
Ivanoi,Não,,
Ivanova,Não,,
Íven,Sim,,
Ivens,Não,,
Iverina,Não,,
Ivete,Sim,F,
Ivette,Não,,
Ivo,Sim,M,
Ivone,Sim,,
Ivonete,Não,,
Ivoniana,Não,,
Ivonilda,Não,,
Izac,Não,,
Izalino,Sim,M,
Izalita,Não,,
Izaque,Não,,
Izequiel,Não,,
Izidoro,Não,,
Izidro,Não,,
Izinaides,Não,,
Jabes,Sim,M,
Jabim,Sim,M,
Jaciara,Não,,
Jacil,Não,,
Jacira,Sim,,
Jacó,Sim,M,
Jacob,Sim,M,"preferível ""JACÓ"""
Jácome,Sim,M,
Jade,Sim,,como segundo elemento do nome
Jader,Sim,M,
Jadir,Sim,M,
Jael,Sim,F,
Jaia,Não,,
Jaiana,Não,,
Jaiantcumar,Não,,
Jailson,Não,,
Jainete,Não,,
Jair,Sim,M,
Jairo,Sim,M,
Jal,Não,,
Jalma,Não,,
Jalmira,Sim,,
Jalon,Não,,
James,Sim,M,
Jamila,Sim,,
Jamília,Sim,,
Jamim,Sim,M,
Jamine,Não,,
Jana,Não,,
Janai,Sim,M,
Janaína,Sim,,
Janardo,Sim,M,
Janatel,Não,,
Jandira,Sim,,
Jane,Não,,
Janes,Não,,
Janet,Não,,
Janete,Sim,,
Jani,Sim,F,
Jânia,Sim,,
Janiana,Não,,
Janice,Sim,,
Janículo,Não,,
Janina,Sim,,
Janine,Sim,,
Janique,Sim,M,
Jansénio,Sim,,
Januário,Sim,M,
Jaque,Sim,M,
Jaquelina,Sim,,
Jaqueline,Sim,,"preferível ""JAQUELINA"""
Jaque-line,Não,,
Jaquelino,Não,,
Jaques,Sim,,
Jarbas,Sim,,
Jardel,Sim,M,
Jardi,Não,,
Jarod,Não,,
Jasão,Sim,M,
Jaselina,Não,,
Jasmim,Sim,M,
Jasmina,Sim,,
Jason,Não,,
Jasson,Não,,
Jassufina,Não,,
Jau,Não,,
Jazael,Não,,
Jaziel,Não,,
Jazilda,Não,,
Jeana,Não,,
Jeanete,Sim,F,
Jeanett,Não,,
Jeanne,Não,,
Jeannine,Não,,
Jecina,Não,,
Jeferson,Não,,
Jéni,Sim,F,
Jeni,Não,,
Jénifer,Sim,F,
Jennie,Não,,
Jennifer,Não,,
Jenny,Não,,
Jens,Não,,
Jenú,Não,,
Jeovane,Não,,
Jerôme,Não,,
Jerónimo,Sim,M,
Jerson,Não,,
Jerusa,Sim,,
Jess,Não,,
Jessé,Sim,M,
Jéssi,Não,,
Jessia,Não,,
Jéssica,Sim,F,
Jessie,Não,,
Jesualdo,Sim,M,
Jesué,Não,,
Jesufina,Não,,
Jesus,Sim,,
Jesus Cristo,Não,,
Jetro,Sim,,
Jezabel,Sim,F,
Jil,Sim,F,
Jill,Não,,
Jilson,Não,,
Jim,Não,,
Jimmy,Não,,
Jisára,Não,,
Jitendra,Sim,,
Jivago,Não,,
Jó,Sim,,
Joabe,Sim,M,
Joana,Sim,F,
Joana Bem,Sim,F,
Joana do Mar,Sim,F,
Joanina,Sim,,como segundo elemento do nome
Joaninha,Sim,F,
João-Dinis,Não,,
Joás,Sim,M,
Job,Sim,M,
Jobelina,Não,,
Jocelina,Sim,,
Jocelino,Sim,,
Jochua,Não,,
Jociano,Sim,M,
Jodi,Não,,
Jodie,Não,,
Joe,Não,,
Joed,Não,,
Joel,Sim,,
Joela,Sim,,
Joele,Sim,F,
Joelma,Sim,,
Joelson,Não,,
Jofre,Sim,M,
Johann,Não,,
Joi,Não,,
Joiane,Não,,
Joice,Sim,F,
Jonas,Sim,,
Jonatã,Sim,M,
Jonata,Não,,
Jonatan,Não,,
Jónatas,Sim,M,
Jonathan,Não,,
Jone,Não,,
Jones,Não,,
Jóni,Sim,M,
Joraci,Sim,F,
Jorai,Não,,
Jordana,Sim,,
Jordano,Sim,M,
Jordão,Sim,,
Jordi,Não,,
Jorge,Sim,M,
Jorgelina,Não,,
Jorgia,Não,,
Jorgina,Sim,,
Jório,Sim,M,
Jorito,Não,,
Jorja,Sim,,
Jorsina,Não,,
Josabete,Sim,,
Josabette,Não,,
Josana,Sim,F,
Joscelina,Sim,,
Joscelino,Sim,,
Jôse,Não,,
José da Ressureição,Sim,,
José de Jesus,Sim,M,
José dos Reis,Sim,M,
Joseane,Não,,
Joséfa,Sim,F,
Josefina,Sim,,
Josefo,Sim,,
Josel,Não,,
Joselene,Sim,,
Josélia,Sim,,
Joselina,Sim,,
Joselindo,Sim,,
Joseline,Não,,
Joselino,Sim,,
Joselito,Não,,
Josemar,Não,,
Josete,Sim,,
Joshua,Não,,
Josiana,Sim,,
Josiane,Sim,,
Josias,Sim,M,
Josina,Sim,,
Jossara,Não,,
Josselina,Sim,,
Josseline,Não,,
Josselino,Sim,,
Josuana,Sim,F,
Josuane,Não,,
Josué,Sim,,
Josy,Não,,
Jovana,Não,,
Jovelina,Sim,,
Jovelino,Sim,,
Jovenil,Não,,
Jovete,Não,,
Jovito,Sim,,
Joyce,Não,,
Jubileu,Não,,
Juca,Não,,
Judá,Sim,,
Judas,Sim,,
Judia,Não,,
Judice,Não,,
Júdice,Não,,
Judith,Não,,
Juliana,Sim,F,
Juliano,Sim,M,
Julião,Sim,M,
Julien,Não,,
Julinda,Sim,,
Júlio,Sim,M,
Juliska,Não,,
Julita,Sim,,
Julius,Não,,
Juna,Sim,F,
Júnia,Sim,F,
Júnio,Sim,M,
Júnior,Sim,,"como segundo nome, desde que o primeiro nome seja 
o mesmo no pai e no filho"
Juno,Sim,M,
Juraci,Sim,F,
Juráci,Não,,
Juraciara,Não,,
Juracyara,Não,,
Jurema,Não,,
Jurgen,Não,,
Juscelina,Não,,
Jusina,Não,,
Jussana,Não,,
Jussara,Não,,
Juvelino,Não,,
Juvenal,Sim,M,
Juvenil,Não,,
Juventino,Sim,M,
Kabir,Não,,
Kadir,Não,,
Kadu,Não,,
Kaique,Não,,
Kali,Não,,
Kaluxo,Não,M,
Karen,Sim,F,
Karin,Não,,
Karina,Não,,
Karine,Não,,
Karisa,Não,,
Kate,Não,,
Kathleen,Não,,
Katia,Sim,F,revoga o despacho de 27-10-1969
Katie,Sim,F,
Katya,Não,,
Katyuscia,Não,,
Kauã,Não,M,
Kayla,Não,,
Kelly,Sim,F,revoga os despachos de 23-11-1979 e 09-10-2000
Kelson,Não,M,
Kendal,Não,,
Kennedy,Não,,
Kévim,Sim,,
Kevin,Não,,
Kiana,Não,,
Kiara,Não,,
Kiko,Não,,
Kildare,Não,,
Kim,Não,,
Kimbo,Não,,
Kínia,Não,,
Kira,Não,,
Kírio,Não,,
Krunal,Não,,
Kwacha,Não,,
Kwai,Não,,
Kwar,Não,,
Kyara,Sim,F,
Lacerda,Não,,
Lacínia,Não,,
Lael,Sim,M,
Laércio,Sim,M,
Laerte,Não,,
Laertes,Sim,M,
Laetícia,Não,,
Lafaiete,Não,,
Laia,Não,,
Laide,Não,,
Laila,Sim,F,
Laine,Não,,
Laira,Sim,F,
Lais,Sim,F,
Laisa,Não,,
Laíza,Não,,
Lalandia,Não,,
Lalesca,Não,,
Lana,Sim,F,
Lancie,Não,,
Lanea,Não,,
Lania,Não,,
Lano,Não,,
Lara,Sim,,
Laranja,Não,,
Larcher,Não,,
Larisa,Não,,
Larissa,Sim,F,
Laro,Não,,
La-Salete,Sim,,como segundo elemento do nome
Lasha,Não,,
Lassalete,Não,,
Lau,Não,,
Lauani,Não,,
Laudénia,Não,,
Laudeo,Não,,
Laura do Mar,Sim,F,conjunto onomástico
Laureana,Sim,F,
Laureano,Sim,M,
Laurel,Não,,
Laurénio,Sim,M,
Laurent,Não,,
Laurentino,Sim,M,
Laurestim,Não,,
Laurete,Não,,
Lauriano,Sim,M,
Laurina,Sim,,
Laurinda,Sim,F,
Laurine,Sim,,"preferível ""LAURINA"""
Laurisabel,Não,,
Lauro,Sim,M,
Laurodete,Não,,
Lavínia,Sim,F,
Laysa,Não,,
Lázaro,Sim,M,
Lea,Sim,,
Leah,Não,,
Leal,Sim,M,
Leana,Não,,
Leandra,Sim,,
Leandro,Sim,,
Leanor,Sim,F,
Leão,Sim,,como segundo elemento do nome
Léccio,Sim,M,
Lécio,Sim,M,
Lectícia,Não,,
Leda,Não,,
Ledice,Não,,
Lee,Não,,
Leena,Sim,,
Leeyang,Não,,
Leia,Não,,
Leicely,Não,,
Leila,Sim,,
Leilane,Não,,
Lei-Li,Não,,
Leina,Não,,
Leite,Não,,
Lela,Não,,
Lélia,Sim,,
Leliana,Não,,
Lélis,Não,,
Lello,Não,,
Lellosera,Não,,
Lelo,Não,,
Lemuel,Sim,M,
Lena,Não,,
Lenda,Não,,
Leni,Não,,
Lénia,Sim,,
Lenilson,Não,,
Lenine,Não,,
Lénio,Sim,M,
Lenira,Sim,F,
Lenise,Não,,
Lenlson,Não,,
Lenny,Não,,
Lenon,Não,,
Leo,Sim,,
Leoberto,Sim,M,
Leocádia,Sim,F,
Leolina,Sim,,
Leoménia,Sim,F,
Leonardina,Sim,,
Leonardo,Sim,M,
Leôncio,Sim,M,
Leone,Sim,,
Leonédia,Não,,
Leonel,Sim,M,
Leonete,Sim,,
Leónia,Sim,,
Leonice,Não,,
Leonício,Sim,,
Leonida,Sim,F,
Leonídia,Sim,,
Leonídio,Sim,M,
Leonila,Sim,,
Leonilda,Sim,,
Leonilde,Sim,,
Leonília,Sim,,
Leonis,Não,,
Leonisa,Sim,F,
Leonissa,Não,,
Leonor,Sim,,
Leonor de Jesus,Sim,F,
Leonor del Carmen,Não,,
Leonor do Carmo,Sim,F,
Leonora,Sim,,
Leontina,Sim,,
Lércio,Não,,
Leslei,Não,,
Lester,Não,,
Leta,Sim,F,
Letícia,Sim,,
Letízia,Sim,F,
Levi,Sim,,
Levina,Sim,F,
Li,Não,,
Lia,Sim,,
Lia do Carmo,Sim,F,conjunto onomástico
Liam,Não,,
Liana,Sim,F,
Lianda,Não,F,
Liandra,Não,,
Liane,Sim,F,
Lianor,Sim,F,
Liara,Sim,F,
Libelo,Não,,
Liberal,Sim,,
Liberalina,Sim,F,
Liberdade,Sim,,
Libéria,Sim,F,
Libertária,Sim,F,
Libertário,Sim,M,
Liberto,Sim,,
Líbia,Sim,F,
Lici,Sim,F,
Lícia,Sim,F,
Liciano,Não,,
Lícida,Não,,
Lícidas,Sim,M,
Licínia,Sim,F,
Liciniano,Sim,M,
Licínio,Sim,M,
Lício,Sim,M,
Lida,Não,,
Lidandia,Não,,
Lídia José,Sim,,
Lidiana,Sim,F,
Lidiane,Não,,
Lidineia,Não,,
Lídio,Sim,,
Lidisse,Não,,
Lidite,Não,,
Lidomar,Não,,
Lidório,Sim,,
Liduína,Sim,F,
Liedson,Não,,
Liete,Sim,,
Lígia,Sim,,
Lígio,Sim,M,
Lilá,Sim,F,
Lila,Sim,,
Lília,Sim,,
Lilian,Sim,F,
Liliana,Sim,,
Liliane,Sim,,"preferível ""LILIANA"""
Liliano,Sim,,
Lilibete,Não,,
Liliete,Sim,,
Lilita,Não,,
Lilite,Sim,,
Lima,Não,,
Lina,Sim,,
Linda,Sim,,
Lindaflôr,Não,,
Lindalva,Não,,
Lindani,Não,,
Lindanor,Não,,
Lindaura,Não,,
Linder,Não,,
Lindinalva,Não,,
Lindo,Não,,
Lindomiro,Não,,
Lindonor,Não,,
Lindorfo,Sim,M,
Lindoro,Sim,M,
Lineia,Sim,F,
Linela,Não,,
Linésio,Não,,
Linete,Sim,F,
Lineu,Sim,,
Línia,Não,,
Linita,Não,,
Lino,Sim,M,
Línton,Sim,,
Lintone,Não,,
Lionel,Não,,
Lira,Sim,F,
Líria,Não,,
Liriana,Não,,
Lis,Sim,F,
Lisa,Sim,,
Lisabeta,Não,,
Lisana,Sim,,
Lisandra,Sim,,
Lisandro,Sim,M,
Lisângela,Não,,
Lisboa,Não,,
Lisdália,Sim,F,revoga o despacho de 31-10-1962
Liseta,Sim,,
Lisete,Sim,,
Lísia,Não,,
Lisiana,Não,,
Lisio,Não,,
Lissa,Não,,
Líster,Não,,
Lisuarte,Sim,,
Lita,Não,,
Litali,Não,,
Lito,Sim,,
Litzia,Não,,
Liuduvike,Não,,
Lívia,Sim,F,
Liviana,Não,,
Livramento,Sim,,"como segundo elemento do nome, precedido da 
partícula ""do"""
Liz,Sim,F,
Liza,Não,,
Lizélia,Sim,F,
Lizete,Não,,
Lizi,Não,,
Lízi,Sim,F,
Lízie,Sim,F,"preferível ""LIZIA"""
Loana,Não,,
Lobélia,Não,,
Loela,Sim,F,
Loélia,Não,,
Logan,Não,,
Loïc,Não,,
Loide,Sim,F,
Loki,Não,,
Lola,Não,,
Lólia,Sim,F,
Lolita,Não,,
Londrim,Não,,
Lopo,Sim,M,
Lora,Não,,
Loredana,Sim,F,
Lorena,Sim,F,
Lorenne,Não,,
Loreno,Não,,
Lorenz,Não,,
Lorenzo,Não,M,
Loreta,Sim,,
Loreto,Sim,,como segundo elemento do nome
Lorina,Sim,,
Lorinda,Não,,
Lorine,Sim,,"preferível ""LORINA"""
Lóris,Não,,
Lorival,Sim,M,
Lorna,Não,,
Loro,Não,,
Loroto,Não,,
Lotero,Não,,
Lótus,Sim,,como segundo elemento do nome
Lou,Não,,
Lougano,Não,,
Lourel,Não,,
Lourença,Sim,F,
Lourenço,Sim,,
Loureno,Não,,
Louret,Não,,
Lourine,Não,,
Lourival,Sim,M,
Lua,Sim,F,
Luamar,Sim,F,
Luan,Não,M,
Luana,Sim,,
Luar,Não,,
Lubélia,Sim,F,
Lubliana,Não,,
Luca,Sim,M,
Lucas,Sim,M,
Lucélia,Sim,,
Lucelinda,Sim,F,
Lucena,Sim,F,
Lucete,Sim,F,
Luci,Não,,
Lúcia,Sim,F,
Lucialina,Sim,F,
Luciana,Sim,F,
Luciana da Conceição,Sim,F,
Luciane,Não,,
Lúcida,Não,,
Luciete,Não,,
Lucileine,Sim,F,
Lucilene,Não,,
Lucília,Sim,F,
Lucilina,Sim,F,
Lucílio,Sim,M,
Lucimeri,Não,,
Lucina,Sim,,
Lucínio,Sim,M,
Lúcio do Rosário,Sim,M,
Lucíola,Sim,F,
Luciria,Não,,
Ludgarda,Não,,
Ludgero,Sim,,
Ludmila,Sim,,
Ludmilla,Não,,
Ludovico,Sim,,
Ludovino,Sim,M,
Ludovique,Não,,
Luduigue,Não,,
Luege,Não,,
Luegi,Não,,
Luela,Sim,F,
Luélia,Não,,
Luena,Sim,F,
Lugh,Não,,
Luiana,Não,,
Luis de Camões,Não,,
Luís Figo,Sim,,só no conjunto
Luís Gonzaga,Sim,,
Luísa,Sim,,
Luisabete,Não,,
Luisete,Sim,F,
Luisi,Não,,
Luiz,Não,,
Luizete,Sim,F,
Luizi,Não,,
Lúmen,Não,,
Lumena,Sim,,
Lumenia,Não,,
Luna,Sim,F,
Lunda,Não,,
Lúpus,Não,,
Lura,Não,F,
Lurdes,Sim,,
Lurdino,Não,,
Lurdite,Sim,F,
Lusa,Sim,,
Lusanira,Não,,
Lusíada,Não,,
Luso,Não,,
Lussinga,Sim,F,"só associado a um nome tradição onomástica 
portuguesa"
Lutero,Sim,M,
Lutgarda,Sim,F,
Luz,Sim,F,
Luzia,Sim,,
Luziana,Não,,
Luziela,Não,,
Luzinira,Sim,F,
Luzio,Sim,M,
Lwege,Não,,
Lyra,Não,,
Mabel,Não,,
Mabela,Não,,
Mabilda,Sim,,
Mabília,Sim,F,
Macati,Sim,,
Maciel,Sim,M,
Maciela,Não,,
Madai,Não,,
Madail,Sim,,
Madalena do Carmo,Sim,F,
Madaleno,Sim,M,
Madate,Sim,M,
Madath,Não,,
Madeger,Não,,
Madel,Sim,F,
Madhu,Não,,
Madjer,Sim,M,
Madre de Deus,Sim,F,"como segundo elemento do nome - vocábulo 
gramatical composto"
Madu,Sim,M,
Mady,Não,,
Mae,Não,,
Mãe de Deus,Não,,
Maeva,Não,,
Mafalda,Sim,F,
Magalhães,Não,,
Magali,Sim,,
Magalie,Não,,
Magaline,Sim,,
Magda,Sim,,
Magdala,Não,,
Magdalena,Não,,
Magdo,Sim,,
Magna,Sim,,
Magnífica,Não,,
Magno,Sim,,
Magnólia,Sim,F,
Magnus,Não,,
Mago,Sim,M,
Mágui,Sim,,
Maguilde,Não,,
Maia,Sim,F,
Maiara,Sim,F,
Maico,Não,,
Maide,Sim,,
Maier,Não,,
Maik,Não,,
Maike,Não,,
Maila,Não,,
Maio,Não,,
Maique,Não,,
Mair,Sim,M,
Maira,Sim,F,
Maísa,Sim,,
Maitê,Sim,F,
Maitria,Não,F,
Maiva,Não,,
Maize,Não,,
Malaibu,Não,,
Malaica,Não,,
Maldonado,Não,,
Malena,Sim,F,
Malessa,Não,,
Mali,Não,,
Malisa,Não,,
Malvina,Sim,,
Mamede,Sim,,
Mamia,Não,,
Manassés,Sim,M,
Mandim,Não,,
Mandolina,Não,,
Manel,Sim,M,
Manilídia,Não,,
Manoel,Não,,
Manon,Sim,,
Manuel,Sim,,
Manuel dos Reis,Sim,M,
Manuelina,Não,,
Manulo,Não,,
Manza,Não,,
Maomede,Não,,
Mapril,Sim,M,
Mar,Sim,,como segundo elemento do nome
Mar e Sol,Não,,
Mara,Sim,,
Maradona,Não,,
Maraica,Não,F,
Maralina,Não,,
Marcantónio,Não,,
Marcela,Sim,F,
Marcelitânia,Não,,
Marcelo,Sim,M,
Márcia,Sim,,
Marcial,Sim,M,
Marciel,Não,,
Marcília,Sim,,
Marcílio,Sim,,
Marcindo,Não,,
Márcio,Sim,,
Marcírio,Não,,
Marco,Sim,,
Marcos,Sim,,
Marcus,Sim,M,
Marelene,Não,,
Marga,Não,,
Margareta,Sim,,
Margarete,Sim,,
Margarido,Sim,M,
Margarita,Não,,
Margherita,Não,,
Marguereta,Não,,
Marguerita,Sim,,
Marguerite,Não,,
Mari,Não,,
Mária,Sim,F,
Maria Antonieta,Sim,,
Maria Arlete,Sim,,
Maria Betânia,Não,,
Maria Chantal,Sim,,
Maria da Adoração,Não,,
Maria da Aleluia,Não,,
Maria da Assunção,Sim,,
Maria da Bonança,Sim,,
Maria da Guia,Sim,,
Maria da Liberdade,Sim,,conjunto onomástico
Maria da Lua,Não,,
Maria da Paixão,Sim,,
Maria da Paz,Sim,,
Maria da Penha,Sim,,
Maria da Pureza,Sim,,
Maria da Saúde,Sim,,
Maria da Trindade,Sim,,
Maria das Dores,Sim,F,
Maria das Graças,Sim,,
Maria das Neves,Sim,,
Maria David,Sim,F,conjunto onomástico
Maria de Begonha,Sim,,
Maria de Belém,Sim,F,
Maria de Betânia,Sim,,
Maria de Deus,Sim,,
Maria de Fátima,Sim,,
Maria de Guadalupe,Sim,,
Maria de Inês,Sim,F,conjunto onomástico
Maria de Jesus,Sim,,
Maria de La Salete,Sim,,
Maria de Lourdes,Não,,
Maria de Lurdes,Sim,,
Maria de Maio,Não,,
Maria de Monserrate,Sim,,
Maria de São José,Sim,F,
Maria de São Luis,Não,,
Maria de São Pedro,Sim,,
Maria de Silmenho,Sim,F,conjunto onomástico
Maria de Vandoma,Sim,F,
Maria Delce,Sim,,
Maria do Carmo,Sim,F,
Maria do Castelo,Sim,,
Maria do Faro,Sim,,conjunto onomástico
Maria do Livramento,Sim,,
Maria do Loreto,Sim,F,
Maria do Mar,Sim,,
Maria do ó,Sim,F,
Maria do Pilar,Sim,F,conjunto onomástico
Maria do Sacramento,Sim,,vocábulo gramatical composto
Maria do Salvador,Sim,F,
Maria do Sameiro,Sim,,
Maria do Sinai,Sim,F,conjunto onomástico
Maria do Sol,Não,,
Maria do Souto,Sim,,
Maria do Vale,Sim,,
Maria dos Anjos,Sim,F,
Maria dos Prazeres,Sim,,
Maria dos Remédios,Sim,F,
Maria dos Santos,Sim,,
Maria Estrela,Sim,,
Maria Flor,Sim,,
Maria Gabriel,Sim,,
Maria Goreti,Sim,,
Maria Imaculada,Não,,
Maria Impéria,Sim,,
Maria Joanina,Sim,,
Maria Joel,Sim,,
Maria Laginha,Sim,F,
Maria Lua,Sim,F,
Maria Maior,Sim,F,
Maria Mar,Sim,F,
Maria Maria,Sim,F,
Maria Natal,Sim,,
Maria Papoila,Não,,
Maria Perfeita,Sim,,
Maria Raul,Sim,,
Maria Sol,Não,,
Maria Teresinha de Jesus,Não,,
Maria Victória,Sim,F,conjunto onomástico
Maria-Luís de Cássia,Não,,vocábulo gramatical composto
Mariam,Não,,
Mariamar,Sim,F,
Mariame,Sim,F,
Marian,Sim,F,como segundo elemento do nome
Mariana,Sim,F,
Mariana de Jesus,Sim,F,
Mariana do Carmo,Sim,F,
Mariana Lua,Sim,F,
Mariane,Não,,
Marianela,Não,,
Mariângela,Não,,
Mariano,Sim,M,
Maribel,Sim,F,
Maribela,Não,,
Maricica,Não,,
Maridele,Não,,
Marie,Não,F,
Mariel,Não,,
Mariela,Sim,F,revoga o despacho de 23-08-1972
Mariema,Sim,F,
Marieta,Sim,,
Mariete,Não,,
Marilande,Não,,
Marilda,Sim,,
Marilena,Não,,
Marilene,Não,,
Marili,Não,,
Marília,Sim,F,
Marilian,Não,,
Marilim,Não,,
Marilina,Sim,F,
Marilinda,Não,,
Mariline,Sim,,
Marílio,Sim,,
Marilisa,Sim,,
Marilita,Sim,,
Marilú,Não,,
Marilúcia,Sim,F,
Mariluz,Sim,F,revoga o despacho de 10-03-1982
Marilyne,Não,,
Marina,Sim,,
Marinela,Sim,F,
Marinha,Sim,,
Marinho,Sim,,
Marino,Sim,M,
Marisa,Sim,,
Marisabel,Não,,
Marise,Sim,,
Marisela,Sim,,
Marisete,Não,,
Marisilda,Não,,
Marisis,Não,,
Marisol,Sim,F,
Maristela,Não,,
Marita,Sim,,
Maritana,Sim,F,
Maritila,Sim,,
Marito,Sim,M,
Marius,Não,,
Marizete,Sim,F,
Marjolaine,Não,,
Marjolene,Sim,,
Mark,Não,,
Marla,Não,,
Marlei,Não,,
Marlene,Sim,,
Marlenie,Não,,
Márlenie,Não,,
Marlete,Não,,
Marley,Não,,
Marli,Sim,,
Márlia,Não,,
Marlice,Não,,
Marlie,Não,,
Marliese,Não,,
Marlinda,Não,,
Marline,Não,,
Marlisa,Sim,,
Marlise,Sim,,"preferível ""MARLISA"""
Marlita,Sim,,
Marlo,Não,,
Marlon,Sim,M,
Márlon,Sim,,
Marlos,Não,,
Marluce,Não,,
Marlúcia,Não,,
Marlusa,Não,,
Maroel,Não,,
Marolo,Sim,,
Márolo,Não,,
Marquesa,Sim,,
Marta Verónica,Sim,,
Martim,Sim,M,
Martin,Não,,
Martina,Sim,,
Martine,Não,,
Martinela,Não,,
Martinha,Sim,,
Martinho,Sim,M,
Martiniano,Sim,M,
Martino,Sim,,
Martins,Sim,M,
Mártires,Sim,,"como segundo elemento do nome, precedido da 
partícula ""dos"""
Marto,Sim,M,
Marucas,Não,,
Marvão,Sim,M,
Marvi,Não,,
Márvia,Sim,,
Marvin,Não,M,
Márvio,Sim,M,
Marx,Não,,
Mary Ann,Não,,
Marza,Não,,
Mateo,Não,,
Mateus,Sim,,
Matheo,Não,,
Matheus,Não,,
Mathias,Não,,
Mathieu,Não,,
Mathilde,Não,,
Matias,Sim,M,
Matilda,Sim,F,
Matilde,Sim,F,
Matilde de Jesus,Sim,F,conjunto onomástico
Matilde de Paula,Sim,,conjunto onomástico
Matina,Não,,
Mátio,Sim,M,
Matricolina,Não,,
Matriza,Não,,
Matrosa,Sim,,
Matsia,Não,,
Matusalém,Sim,,
Maude,Sim,F,
Maulitano,Não,,
Maura,Sim,,
Mauri,Sim,M,
Maurílio,Sim,,
Mauro,Sim,M,
Mavelete,Sim,,
Mavi,Não,,
Mavilde,Sim,,
Mavília,Sim,F,
Max,Sim,,
Maxfrede,Não,,
Maxfredo,Não,,
Máxima,Sim,F,
Maximiano,Sim,M,
Maximino,Sim,M,
Máximo,Sim,M,
Maya,Não,F,
Mayer,Não,,
Mazantina,Não,,
Mécia,Sim,F,
Mecildes,Não,,
Mecília,Sim,,
Medina,Não,,
Medusa,Não,,
Mei,Sim,F,como segundo elemento do nome
