nome,aceite,genero,notas
Simauro,Sim,,
Simon,Não,,
Simone,Sim,,
Simoneta,Sim,,
Simplício,Sim,,
Sinai,Não,,
Sindi,Não,,
Sindulfo,Sim,,
Sinel,Não,,
Sinésio,Sim,,
Siomara,Não,,
Sira,Sim,,
Sire,Não,,
Síria,Sim,F,
Sírio,Não,,
Sirios,Não,,
Sirios Julius,Não,,
Sirios Piaget,Não,,
Sirios Yulius,Não,,
Síris,Não,,
Sírius,Não,,equivalência em português ao nome próprio Sírio
Sirla,Sim,,
Sisandra,Não,,
Sisandro,Não,,
Sisenando,Sim,,
Sisínio,Sim,,
Sisnando,Sim,,
Sissa,Não,,
Sívio,Sim,M,
Sivori,Não,,
Sneha,Não,,
Socorro,Sim,,"como segundo elemento do nome, precedido da 
partícula ""do"""
Sócrates,Sim,M,
Soeiro,Sim,M,
Sofia,Sim,F,
Sofia da Paz,Sim,F,
Sofia de Jesus,Sim,F,conjunto onomástico
Sol,Sim,F,
Solana,Sim,F,
Solange,Sim,,
Solano,Sim,M,
Solantino,Não,,
Soledade,Sim,F,
Solene,Sim,F,
Solôngia,Sim,,
Soner,Não,,
Sonete,Não,,
Sónia,Sim,,
Sonim,Não,,
Sophia,Não,,
Soraia,Sim,F,
Soraya,Não,,
Sorel,Não,,
Sória,Não,,
Sorya,Não,,
Soter,Não,,
Sotero,Sim,,
Sousa,Não,,
Staël,Não,,
Staviani,Não,,
Stefan,Não,,
Stefani,Não,,
Stéfanie,Não,,
Stefano,Não,,
Stéffi,Não,,
Stéfi,Não,,
Stel,Não,,
Stela,Sim,F,
Stelina,Sim,F,
Stélio,Não,,
Stella,Não,,
Stenio,Não,,
Steven,Não,,
Stiv,Não,,
Stive,Não,,
Stiven,Não,,
Sttéfi,Não,,
Stuart,Não,,
Suani,Não,,
Suati,Sim,F,
Suel,Não,,
Suelen,Não,,
Suéli,Sim,F,
Suélia,Não,,
Suely,Não,,
Sueva,Não,,
Sulamita,Sim,F,
Sulene,Não,,
Sulivane,Não,,
Sultana,Não,,
Sunamita,Sim,F,como segundo elemento do nome
Sunua,Não,,
Suraje,Sim,,
Surendralal,Sim,,
Suri,Sim,F,revoga o despacho de 10-09-2008
Suria,Sim,F,revoga despacho anterior
Susana,Sim,,
Susana Francisco,Sim,,
Susana Ilídia,Sim,,
Susane,Não,,
Susano,Sim,M,
Suse,Sim,,
Susete,Sim,,
Susi,Sim,F,
Susie,Não,,
Suzel,Não,,
Suzela,Não,,
Suzélia,Não,,
Suzi,Não,,
Súzi,Não,,
Suzíbel,Não,,
Suzy,Não,,
Svetlana,Não,,
Tábata,Não,,
Tabita,Sim,,
Tabris,Não,F,
Taciana,Sim,,
Taciano,Sim,,
Tácio,Sim,M,
Tadeu,Sim,,
Tágio,Não,,
Taievo,Não,,
Taiki,Não,,
Taína,Não,F,
Taina,Não,,
Tainara,Não,,
Taís,Sim,F,
Tais,Não,,
Taísa,Sim,F,
Taisa,Não,,
Taísia,Não,,
Taíssa,Sim,F,
Talia,Sim,F,
Tálio,Sim,,
Talita,Sim,F,
Talma,Não,,
Tamagnini,Não,,
Tamar,Sim,F,
Tamara,Sim,,
Tamára,Sim,,
Tâmara,Não,,
Tamires,Não,,
Tâmiris,Sim,M,
Tanagra,Sim,,
Tânia,Sim,F,
Tanja,Não,,
Tao,Não,,
Tara,Não,,
Tarcília,Não,,
Tarcísio,Sim,,
Tarciso,Não,,
Tarina,Sim,,
Tarsício,Sim,,
Tásia,Sim,,
Tássia,Não,,
Tassiana,Não,,
Tássio,Não,,
Tasso,Sim,M,
Tatania,Não,,
Tatiana,Sim,,
Tatiana da Conceição,Sim,F,
Tatiane,Não,,
Tatiano,Sim,M,
Tavae,Não,,
Tavares,Não,,
Tázia,Não,,
Tchaina,Não,,
Teddy,Não,,
Tedi,Não,,
Tédi,Não,,
Tejala,Sim,,
Teliano,Sim,,
Télica,Não,,
Télio,Não,,
Telma,Sim,,
Telmo,Sim,M,
Telo,Sim,,
Tembe,Não,,
Temóteo,Não,,
Teo,Não,,
Teodemiro,Sim,M,
Teodomiro,Sim,M,
Teodora,Sim,F,
Teófilo,Sim,M,
Teolina,Não,,
Tercília,Não,,
Tércio,Sim,M,
Teresca,Sim,F,
Teresina,Sim,F,
Teresinha,Sim,F,
Teresinha de Jesus,Sim,F,
Terezina,Não,,
Terezinha,Sim,F,
Terra,Não,F,
Terroso,Não,,
Tessa,Não,,
Thais,Não,,
Tházia,Não,,
Theara,Não,,
Theo,Não,,
Theresa,Não,,
Thierry,Não,,
Thomás,Não,,
Thomáz,Não,,
Tiago,Sim,,
Tiara,Sim,F,revoga o despacho de 09-10-1987
Tice,Não,,
Ticiana,Sim,F,
Ticiano,Sim,M,
Tieres,Não,,
Tierri,Sim,M,
Tifany,Não,,
Tilak,Não,,
Tília,Não,,
Timmo,Não,,
Timo,Não,,
Timóteo,Sim,,
Tina,Não,,
Tino,Não,,
Tirsa,Sim,,
Tirza,Sim,F,
Tissiana,Não,,
Tita,Sim,F,
Titânia,Sim,,
Tito,Sim,,
Tiziana,Não,,
Tó,Não,,
Togarma,Não,,
Toledo,Sim,,
Tom,Não,,
Tomás,Sim,M,
Tomaz,Não,,
Tomé,Sim,M,
Toni,Sim,M,
Tonicha,Não,,
Torcato,Sim,M,
Tordis,Não,,
Torgal,Não,,
Torpécia,Sim,,
Torquato,Sim,M,
Tosé,Não,,
Traciana,Sim,,
Trajano,Sim,,
Trasila,Sim,,
Trebaruna,Não,,
Trindade,Sim,,"só no conjunto ""MARIA DA TRINDADE"""
Tristão,Sim,M,
Tude,Sim,M,
Túlio,Sim,,
Túlipa,Sim,F,revoga o despacho de 29-12-2009
Turgo,Sim,M,
Ubaldo,Sim,M,
Uda,Não,F,
Udo,Sim,,
Ugo,Não,,
Ulema,Não,,
Ulice,Não,,
Ulisses,Sim,M,
Ulrich,Não,,
Ulrico,Sim,,
Umbelina,Sim,F,
Umbolina,Não,,
Una,Não,,
Unna,Não,,
Urânia,Sim,,
Urbalina,Sim,F,
Urbino,Sim,,
Urbiria,Sim,F,
Urciana,Não,,
Urgel,Não,,
Uriana,Não,,
Urias,Sim,M,
Uriel,Sim,M,
Urien,Sim,M,
Uriens,Não,,
Ursiciana,Sim,,
Úrsula,Sim,,
Urvalina,Não,,
Usa,Não,,
Utánio,Não,,
Utânio,Não,,
Uter,Não,,
Uziel,Não,,
Vagner,Não,,
Vaísa,Sim,,
Vaíse,Sim,,
Valdegar,Não,,
Valdemar,Sim,M,
Valdir,Sim,,
Valdo,Sim,,
Valdomero,Não,,
Valene,Não,,
Valente,Sim,M,
Valentim,Sim,M,
Valentina,Sim,F,
Valentino,Sim,,
Valéria,Sim,,
Valérie,Não,,
Valério,Sim,M,
Valesca,Sim,,
Valfer,Não,,
Valgi,Sim,,
Valiana,Sim,F,
Valin,Não,,
Valmar,Não,,
Valmor,Não,,
Valquíria,Sim,F,
Valquírio,Não,,
Válter,Sim,,
Van,Não,,
Vanda,Sim,,
Vandelsa,Não,,
Vanderleia,Sim,F,
Vanderley,Não,,
Vando,Sim,,
Vaneli,Não,,
Vanessa,Sim,,
Vanguel,Não,,
Vânia,Sim,,
Vanice,Não,,
Vanidia,Não,,
Vanina,Sim,F,
Vanine,Não,,
Vânio,Sim,M,
Vanise,Não,,
Vanisse,Não,,
Vanízia,Não,,
Vanusa,Sim,F,
Vanussa,Não,,
Vanuza,Sim,F,
Vanza,Não,,
Varianne,Não,,
Varinca,Não,,
Varo,Sim,M,
Varusa,Não,,
Vasco,Sim,M,
Vasco da Gama,Sim,,conjunto onomástico
Vasconcelos,Não,,
Vau,Não,,
Vaz,Não,,
Véber,Não,,
Véccio,Não,,
Vega,Não,,
Veide,Não,,
Vélia,Sim,,
Velma,Sim,,
Velmano,Não,,
Venata,Não,,
Vêndel,Sim,,
Veneranda,Sim,F,
Veneza,Não,,
Vénia,Não,,
Venina,Não,,
Ventura,Sim,M,
Vénus,Não,,
Venusa,Sim,F,
Vera,Sim,,
Vera Lis,Sim,F,conjunto onomástico
Vera Luz,Sim,F,conjunto onomástico
Veralisa,Não,,
Verdi,Sim,M,
Verdiana,Sim,F,
Verena,Sim,,
Vergílio,Sim,M,
Veridiano,Sim,M,
Veríssimo,Sim,,
Verita,Não,,
Verlaine,Não,,
Verónica,Sim,,
Vérter,Sim,M,
Verter,Não,,
Vêrter,Não,,
Vertier,Não,,
Verusca,Não,,
Vesálio,Não,,
Vestina,Sim,,
Vianca,Não,,
Vianei,Sim,,
Vicema,Não,,
Vicência,Sim,F,
Vicenta,Sim,F,
Vicente,Sim,M,
Vickie,Não,,
Victor,Sim,M,
Victória,Sim,F,
Victorino,Não,,
Vida,Sim,F,
Vidal,Sim,M,
Vidálio,Sim,,
Vidaúl,Sim,M,revoga o despacho de 07-07-1980
Vidinha,Não,,
Viking,Não,,
Vilar,Sim,,como segundo elemento do nome
Vilator,Sim,M,
Vilda,Não,,
Vili,Sim,M,
Vilma,Sim,,
Vílmar,Sim,,
Vilnius,Não,,
Vilsa - Vilza,Não,,
Vílson,Sim,,
Vinícia,Sim,,
Vinício,Sim,M,
Vinícius,Não,,
Violanta,Não,,
Violante,Sim,,
Violeta,Sim,,
Violete,Não,,
Violinda,Sim,F,
Virgilinda,Não,,
Virgílio,Sim,M,
Virgínio,Sim,M,
Virgulino,Sim,M,
Viriato,Sim,M,
Virna,Não,,
Virtuosa,Não,,
Vital,Sim,,
Vitália,Sim,,
Vitaliano,Sim,M,
Vitálio,Sim,,
Viterbo,Não,,
Vitisa,Não,,
Vitiza,Sim,,
Vito,Sim,,
Vítor,Sim,M,
Vitória,Sim,F,
Vitório,Sim,M,
Vivalda,Sim,,
Vivaldo,Sim,,
Vivek,Não,,
Vivelinda,Sim,F,
Viveque,Sim,,
Vivian,Não,,
Viviana,Sim,,
Viviane,Sim,F,
Vivilde,Sim,,
Vivina,Sim,F,
Vladimir,Não,,
Vladimiro,Sim,,
Vladino,Não,,
Wagner,Não,,
Waísa,Não,,
Waíse,Não,,
Waldemar,Não,,
Walter,Não,,
Wendel,Não,,
Whendel,Não,,
Wilker,Não,,
William,Não,,
Willian,Não,,
Wilma,Não,,
Wilsa,Não,,
Wilson,Sim,,
Xana,Não,,
Xania,Não,,
Xavi,Não,M,
Xavier,Sim,,
Xénia,Sim,,
Xénio,Sim,,
Xenoa,Não,,
Xenócrates,Sim,,
Xénon,Sim,,
Xerxes,Sim,M,
Xica,Sim,F,
Xico,Sim,,
Xiluva,Não,,
Ximena,Sim,F,
Ximene,Não,,
Xisto,Sim,M,
Yahmani,Não,,
Yanic,Não,,
Yanick,Não,,
Yann,Não,,
Yannick,Não,,
Yara,Sim,F,
Yaray,Não,,
Yasmin,Sim,F,
Yekatherina,Não,,
Yodhin,Não,,
Yola,Não,,
Yolanda,Não,,
Ysémia,Não,,
Yulius,Não,,
Yuran,Não,,
Yuri,Sim,M,revoga os despachos de 16-06-1985 e 17-04-1991
Zabdi,Não,,
Zahir,Não,M,
Zahra,Sim,F,
Zaido,Sim,,
Zaion,Não,,
Zair,Não,M,
Zaira,Sim,,
Zaíro,Sim,M,
Zália,Não,,
Zamorano,Não,,
Zamy,Sim,F,
Zanardy,Não,,
Zandonaide,Não,,
Zaqueu,Sim,M,
Zara,Sim,F,
Zará,Sim,M/F,
Zarco,Sim,M,como segundo elemento do nome
Zardilaque,Sim,,
Zarina,Sim,F,
Zé,Não,,
Zé Maria,Não,,
Zeca,Não,,
Zeida,Não,,
Zélia,Sim,,
Zelinda,Sim,,
Zélio,Sim,,
Zelíria,Não,,
Zena,Sim,F,
Zenaida,Sim,F,
Zenaide,Sim,F,
Zénia,Sim,F,
Zerá,Sim,M,"preferível ""ZARA ou ZARÁ"""
Zeus,Não,,
Zhoé,Não,,
Zicia,Não,,
Ziggi,Não,,
Zila,Sim,,
Zilda,Sim,F,
Zília,Sim,,
Zilma,Sim,,
Zina,Não,,
Zinaida,Não,,
Zíngara,Não,,
Zion,Não,,
Zipora ou Zípora,Não,,
Ziriana,Não,,
Zita,Sim,,
Zito,Não,,
Ziva,Não,F,
Zivan,Não,,
Ziza,Sim,,como segundo elemento do nome
Zizelda,Não,,
Zizibele,Não,,
Zoa,Sim,F,
Zobaida,Sim,,
Zoe,Não,M,
Zoé,Sim,M,
Zoey,Não,M,
Zoia,Não,,
Zola,Sim,,como segundo elemento do nome
Zolá,Não,,
Zoleica,Não,,
Zora,Sim,,
Zoraia,Não,,
Zoraida,Sim,,
Zoya,Não,,
Zubaida,Sim,,
Zubeida,Sim,,
Zulaia,Sim,,
Zulcides,Não,,
Zuleica,Sim,,
Zuraia,Não,,
Zurita,Não,,
Zuzela,Não,,
Zuzidine,Não,,
